base_id,component_size,separation,proposal_id,proposal_size,sem_k,z_agree,z_agree_defined,avar_agree,z_hpm,z_hpm_defined,z_hpm_gac_valid,avar_hpm
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0019_k04,4,3,C00|W,1,2.242826928811835,W,1,0,0.5175589586583266
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0019_k04,4,4,C00|W,1,2.1518986702478955,W,1,0,1.8385304453236935
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0019_k04,4,5,C00|W,1,0.6190899386719987,W,1,0,0.5414437690805597
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0019_k04,4,6,C00|W,1,1.38442810216536,W,1,0,0.46666918516013306
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0019_k04,4,7,C00|W,1,0.9157201666267609,W,1,0,1.4058057218886508
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0020_k04,4,0,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0020_k04,4,1,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0020_k04,4,2,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0020_k04,4,3,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0020_k04,4,4,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0020_k04,4,5,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0020_k04,4,6,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0020_k04,4,7,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0021_k04,4,0,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0021_k04,4,1,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0021_k04,4,2,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0021_k04,4,3,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0021_k04,4,4,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0021_k04,4,5,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0021_k04,4,6,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0021_k04,4,7,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0022_k04,4,0,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0022_k04,4,1,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0022_k04,4,2,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0022_k04,4,3,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0022_k04,4,4,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0022_k04,4,5,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0022_k04,4,6,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0022_k04,4,7,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0023_k04,4,0,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0023_k04,4,1,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0023_k04,4,2,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0023_k04,4,3,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0023_k04,4,4,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0023_k04,4,5,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0023_k04,4,6,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0023_k04,4,7,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0024_k05,5,0,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0024_k05,5,1,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0024_k05,5,2,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0024_k05,5,3,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0024_k05,5,4,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0024_k05,5,5,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0024_k05,5,6,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0024_k05,5,7,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0025_k05,5,0,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0025_k05,5,1,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0025_k05,5,2,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0025_k05,5,3,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0025_k05,5,4,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0025_k05,5,5,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0025_k05,5,6,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0025_k05,5,7,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0026_k05,5,0,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0026_k05,5,1,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0026_k05,5,2,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0026_k05,5,3,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0026_k05,5,4,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0026_k05,5,5,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0026_k05,5,6,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0026_k05,5,7,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0027_k05,5,0,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0027_k05,5,1,,0,,,0,0,
c06_s01_cov100_seed152819226,6,1,c06_s01_cov100_seed152819226__p0027_k05,5,2,,0,,,0,0,
